name,inputData,displacement,replaceNan,removeMean,FFT,#RNN,sizeRNN,bidirectional,#FC,numFC,Dropout,Weigthed,Custom_loss,xyDisplacement,is_regression,augmentation,Accuracy,N4_Acc,Q4_Acc,T4_Acc,Q4H7_Acc,Custom_Acc,Testing_Metric
856,ratioNorm,1,1,0,1,1,64,1,2,32,0.2,1,1,0,0,N,,,,,,,
857,ratioNorm,1,1,0,1,1,64,1,2,64,0.1,0,0,0,0,N,,,,,,,
858,ratioNorm,1,1,0,1,1,64,1,2,64,0.1,0,1,0,0,N,,,,,,,
859,ratioNorm,1,1,0,1,1,64,1,2,64,0.1,1,0,0,0,N,,,,,,,
860,ratioNorm,1,1,0,1,1,64,1,2,64,0.1,1,1,0,0,N,,,,,,,
861,ratioNorm,1,1,0,1,1,64,1,2,64,0.2,0,0,0,0,N,,,,,,,
862,ratioNorm,1,1,0,1,1,64,1,2,64,0.2,0,1,0,0,N,,,,,,,
863,ratioNorm,1,1,0,1,1,64,1,2,64,0.2,1,0,0,0,N,,,,,,,
864,ratioNorm,1,1,0,1,1,64,1,2,64,0.2,1,1,0,0,N,,,,,,,
865,ratioNorm,1,1,0,1,2,16,0,1,16,0.1,0,0,0,0,N,,,,,,,
866,ratioNorm,1,1,0,1,2,16,0,1,16,0.1,0,1,0,0,N,,,,,,,
867,ratioNorm,1,1,0,1,2,16,0,1,16,0.1,1,0,0,0,N,,,,,,,
868,ratioNorm,1,1,0,1,2,16,0,1,16,0.1,1,1,0,0,N,,,,,,,
869,ratioNorm,1,1,0,1,2,16,0,1,16,0.2,0,0,0,0,N,,,,,,,
870,ratioNorm,1,1,0,1,2,16,0,1,16,0.2,0,1,0,0,N,,,,,,,
871,ratioNorm,1,1,0,1,2,16,0,1,16,0.2,1,0,0,0,N,,,,,,,
872,ratioNorm,1,1,0,1,2,16,0,1,16,0.2,1,1,0,0,N,,,,,,,
873,ratioNorm,1,1,0,1,2,16,0,1,32,0.1,0,0,0,0,N,,,,,,,
874,ratioNorm,1,1,0,1,2,16,0,1,32,0.1,0,1,0,0,N,,,,,,,
875,ratioNorm,1,1,0,1,2,16,0,1,32,0.1,1,0,0,0,N,,,,,,,
876,ratioNorm,1,1,0,1,2,16,0,1,32,0.1,1,1,0,0,N,,,,,,,
877,ratioNorm,1,1,0,1,2,16,0,1,32,0.2,0,0,0,0,N,,,,,,,
878,ratioNorm,1,1,0,1,2,16,0,1,32,0.2,0,1,0,0,N,,,,,,,
879,ratioNorm,1,1,0,1,2,16,0,1,32,0.2,1,0,0,0,N,,,,,,,
880,ratioNorm,1,1,0,1,2,16,0,1,32,0.2,1,1,0,0,N,,,,,,,
881,ratioNorm,1,1,0,1,2,16,0,1,64,0.1,0,0,0,0,N,,,,,,,
882,ratioNorm,1,1,0,1,2,16,0,1,64,0.1,0,1,0,0,N,,,,,,,
883,ratioNorm,1,1,0,1,2,16,0,1,64,0.1,1,0,0,0,N,,,,,,,
884,ratioNorm,1,1,0,1,2,16,0,1,64,0.1,1,1,0,0,N,,,,,,,
885,ratioNorm,1,1,0,1,2,16,0,1,64,0.2,0,0,0,0,N,,,,,,,
886,ratioNorm,1,1,0,1,2,16,0,1,64,0.2,0,1,0,0,N,,,,,,,
887,ratioNorm,1,1,0,1,2,16,0,1,64,0.2,1,0,0,0,N,,,,,,,
888,ratioNorm,1,1,0,1,2,16,0,1,64,0.2,1,1,0,0,N,,,,,,,
889,ratioNorm,1,1,0,1,2,16,0,2,16,0.1,0,0,0,0,N,,,,,,,
890,ratioNorm,1,1,0,1,2,16,0,2,16,0.1,0,1,0,0,N,,,,,,,
891,ratioNorm,1,1,0,1,2,16,0,2,16,0.1,1,0,0,0,N,,,,,,,
892,ratioNorm,1,1,0,1,2,16,0,2,16,0.1,1,1,0,0,N,,,,,,,
893,ratioNorm,1,1,0,1,2,16,0,2,16,0.2,0,0,0,0,N,,,,,,,
894,ratioNorm,1,1,0,1,2,16,0,2,16,0.2,0,1,0,0,N,,,,,,,
895,ratioNorm,1,1,0,1,2,16,0,2,16,0.2,1,0,0,0,N,,,,,,,
896,ratioNorm,1,1,0,1,2,16,0,2,16,0.2,1,1,0,0,N,,,,,,,
897,ratioNorm,1,1,0,1,2,16,0,2,32,0.1,0,0,0,0,N,,,,,,,
898,ratioNorm,1,1,0,1,2,16,0,2,32,0.1,0,1,0,0,N,,,,,,,
899,ratioNorm,1,1,0,1,2,16,0,2,32,0.1,1,0,0,0,N,,,,,,,
900,ratioNorm,1,1,0,1,2,16,0,2,32,0.1,1,1,0,0,N,,,,,,,
901,ratioNorm,1,1,0,1,2,16,0,2,32,0.2,0,0,0,0,N,,,,,,,
902,ratioNorm,1,1,0,1,2,16,0,2,32,0.2,0,1,0,0,N,,,,,,,
903,ratioNorm,1,1,0,1,2,16,0,2,32,0.2,1,0,0,0,N,,,,,,,
904,ratioNorm,1,1,0,1,2,16,0,2,32,0.2,1,1,0,0,N,,,,,,,
905,ratioNorm,1,1,0,1,2,16,0,2,64,0.1,0,0,0,0,N,,,,,,,
906,ratioNorm,1,1,0,1,2,16,0,2,64,0.1,0,1,0,0,N,,,,,,,
907,ratioNorm,1,1,0,1,2,16,0,2,64,0.1,1,0,0,0,N,,,,,,,
908,ratioNorm,1,1,0,1,2,16,0,2,64,0.1,1,1,0,0,N,,,,,,,
909,ratioNorm,1,1,0,1,2,16,0,2,64,0.2,0,0,0,0,N,,,,,,,
910,ratioNorm,1,1,0,1,2,16,0,2,64,0.2,0,1,0,0,N,,,,,,,
911,ratioNorm,1,1,0,1,2,16,0,2,64,0.2,1,0,0,0,N,,,,,,,
912,ratioNorm,1,1,0,1,2,16,0,2,64,0.2,1,1,0,0,N,,,,,,,
913,ratioNorm,1,1,0,1,2,16,1,1,16,0.1,0,0,0,0,N,,,,,,,
914,ratioNorm,1,1,0,1,2,16,1,1,16,0.1,0,1,0,0,N,,,,,,,
915,ratioNorm,1,1,0,1,2,16,1,1,16,0.1,1,0,0,0,N,,,,,,,
916,ratioNorm,1,1,0,1,2,16,1,1,16,0.1,1,1,0,0,N,,,,,,,
917,ratioNorm,1,1,0,1,2,16,1,1,16,0.2,0,0,0,0,N,,,,,,,
918,ratioNorm,1,1,0,1,2,16,1,1,16,0.2,0,1,0,0,N,,,,,,,
919,ratioNorm,1,1,0,1,2,16,1,1,16,0.2,1,0,0,0,N,,,,,,,
920,ratioNorm,1,1,0,1,2,16,1,1,16,0.2,1,1,0,0,N,,,,,,,
921,ratioNorm,1,1,0,1,2,16,1,1,32,0.1,0,0,0,0,N,,,,,,,
922,ratioNorm,1,1,0,1,2,16,1,1,32,0.1,0,1,0,0,N,,,,,,,
923,ratioNorm,1,1,0,1,2,16,1,1,32,0.1,1,0,0,0,N,,,,,,,
924,ratioNorm,1,1,0,1,2,16,1,1,32,0.1,1,1,0,0,N,,,,,,,
925,ratioNorm,1,1,0,1,2,16,1,1,32,0.2,0,0,0,0,N,,,,,,,
926,ratioNorm,1,1,0,1,2,16,1,1,32,0.2,0,1,0,0,N,,,,,,,
927,ratioNorm,1,1,0,1,2,16,1,1,32,0.2,1,0,0,0,N,,,,,,,
928,ratioNorm,1,1,0,1,2,16,1,1,32,0.2,1,1,0,0,N,,,,,,,
929,ratioNorm,1,1,0,1,2,16,1,1,64,0.1,0,0,0,0,N,,,,,,,
930,ratioNorm,1,1,0,1,2,16,1,1,64,0.1,0,1,0,0,N,,,,,,,
931,ratioNorm,1,1,0,1,2,16,1,1,64,0.1,1,0,0,0,N,,,,,,,
932,ratioNorm,1,1,0,1,2,16,1,1,64,0.1,1,1,0,0,N,,,,,,,
933,ratioNorm,1,1,0,1,2,16,1,1,64,0.2,0,0,0,0,N,,,,,,,
934,ratioNorm,1,1,0,1,2,16,1,1,64,0.2,0,1,0,0,N,,,,,,,
935,ratioNorm,1,1,0,1,2,16,1,1,64,0.2,1,0,0,0,N,,,,,,,
936,ratioNorm,1,1,0,1,2,16,1,1,64,0.2,1,1,0,0,N,,,,,,,
937,ratioNorm,1,1,0,1,2,16,1,2,16,0.1,0,0,0,0,N,,,,,,,
938,ratioNorm,1,1,0,1,2,16,1,2,16,0.1,0,1,0,0,N,,,,,,,
939,ratioNorm,1,1,0,1,2,16,1,2,16,0.1,1,0,0,0,N,,,,,,,
940,ratioNorm,1,1,0,1,2,16,1,2,16,0.1,1,1,0,0,N,,,,,,,
941,ratioNorm,1,1,0,1,2,16,1,2,16,0.2,0,0,0,0,N,,,,,,,
942,ratioNorm,1,1,0,1,2,16,1,2,16,0.2,0,1,0,0,N,,,,,,,
943,ratioNorm,1,1,0,1,2,16,1,2,16,0.2,1,0,0,0,N,,,,,,,
944,ratioNorm,1,1,0,1,2,16,1,2,16,0.2,1,1,0,0,N,,,,,,,
945,ratioNorm,1,1,0,1,2,16,1,2,32,0.1,0,0,0,0,N,,,,,,,
946,ratioNorm,1,1,0,1,2,16,1,2,32,0.1,0,1,0,0,N,,,,,,,
947,ratioNorm,1,1,0,1,2,16,1,2,32,0.1,1,0,0,0,N,,,,,,,
948,ratioNorm,1,1,0,1,2,16,1,2,32,0.1,1,1,0,0,N,,,,,,,
949,ratioNorm,1,1,0,1,2,16,1,2,32,0.2,0,0,0,0,N,,,,,,,
950,ratioNorm,1,1,0,1,2,16,1,2,32,0.2,0,1,0,0,N,,,,,,,
951,ratioNorm,1,1,0,1,2,16,1,2,32,0.2,1,0,0,0,N,,,,,,,
952,ratioNorm,1,1,0,1,2,16,1,2,32,0.2,1,1,0,0,N,,,,,,,
953,ratioNorm,1,1,0,1,2,16,1,2,64,0.1,0,0,0,0,N,,,,,,,
954,ratioNorm,1,1,0,1,2,16,1,2,64,0.1,0,1,0,0,N,,,,,,,
955,ratioNorm,1,1,0,1,2,16,1,2,64,0.1,1,0,0,0,N,,,,,,,
956,ratioNorm,1,1,0,1,2,16,1,2,64,0.1,1,1,0,0,N,,,,,,,
957,ratioNorm,1,1,0,1,2,16,1,2,64,0.2,0,0,0,0,N,,,,,,,
958,ratioNorm,1,1,0,1,2,16,1,2,64,0.2,0,1,0,0,N,,,,,,,
959,ratioNorm,1,1,0,1,2,16,1,2,64,0.2,1,0,0,0,N,,,,,,,
960,ratioNorm,1,1,0,1,2,16,1,2,64,0.2,1,1,0,0,N,,,,,,,
961,ratioNorm,1,1,0,1,2,32,0,1,16,0.1,0,0,0,0,N,,,,,,,
962,ratioNorm,1,1,0,1,2,32,0,1,16,0.1,0,1,0,0,N,,,,,,,
963,ratioNorm,1,1,0,1,2,32,0,1,16,0.1,1,0,0,0,N,,,,,,,
964,ratioNorm,1,1,0,1,2,32,0,1,16,0.1,1,1,0,0,N,,,,,,,
965,ratioNorm,1,1,0,1,2,32,0,1,16,0.2,0,0,0,0,N,,,,,,,
966,ratioNorm,1,1,0,1,2,32,0,1,16,0.2,0,1,0,0,N,,,,,,,
967,ratioNorm,1,1,0,1,2,32,0,1,16,0.2,1,0,0,0,N,,,,,,,
968,ratioNorm,1,1,0,1,2,32,0,1,16,0.2,1,1,0,0,N,,,,,,,
969,ratioNorm,1,1,0,1,2,32,0,1,32,0.1,0,0,0,0,N,,,,,,,
970,ratioNorm,1,1,0,1,2,32,0,1,32,0.1,0,1,0,0,N,,,,,,,
971,ratioNorm,1,1,0,1,2,32,0,1,32,0.1,1,0,0,0,N,,,,,,,
972,ratioNorm,1,1,0,1,2,32,0,1,32,0.1,1,1,0,0,N,,,,,,,
973,ratioNorm,1,1,0,1,2,32,0,1,32,0.2,0,0,0,0,N,,,,,,,
974,ratioNorm,1,1,0,1,2,32,0,1,32,0.2,0,1,0,0,N,,,,,,,
975,ratioNorm,1,1,0,1,2,32,0,1,32,0.2,1,0,0,0,N,,,,,,,
976,ratioNorm,1,1,0,1,2,32,0,1,32,0.2,1,1,0,0,N,,,,,,,
977,ratioNorm,1,1,0,1,2,32,0,1,64,0.1,0,0,0,0,N,,,,,,,
978,ratioNorm,1,1,0,1,2,32,0,1,64,0.1,0,1,0,0,N,,,,,,,
979,ratioNorm,1,1,0,1,2,32,0,1,64,0.1,1,0,0,0,N,,,,,,,
980,ratioNorm,1,1,0,1,2,32,0,1,64,0.1,1,1,0,0,N,,,,,,,
981,ratioNorm,1,1,0,1,2,32,0,1,64,0.2,0,0,0,0,N,,,,,,,
982,ratioNorm,1,1,0,1,2,32,0,1,64,0.2,0,1,0,0,N,,,,,,,
983,ratioNorm,1,1,0,1,2,32,0,1,64,0.2,1,0,0,0,N,,,,,,,
984,ratioNorm,1,1,0,1,2,32,0,1,64,0.2,1,1,0,0,N,,,,,,,
985,ratioNorm,1,1,0,1,2,32,0,2,16,0.1,0,0,0,0,N,,,,,,,
986,ratioNorm,1,1,0,1,2,32,0,2,16,0.1,0,1,0,0,N,,,,,,,
987,ratioNorm,1,1,0,1,2,32,0,2,16,0.1,1,0,0,0,N,,,,,,,
988,ratioNorm,1,1,0,1,2,32,0,2,16,0.1,1,1,0,0,N,,,,,,,
989,ratioNorm,1,1,0,1,2,32,0,2,16,0.2,0,0,0,0,N,,,,,,,
990,ratioNorm,1,1,0,1,2,32,0,2,16,0.2,0,1,0,0,N,,,,,,,
991,ratioNorm,1,1,0,1,2,32,0,2,16,0.2,1,0,0,0,N,,,,,,,
992,ratioNorm,1,1,0,1,2,32,0,2,16,0.2,1,1,0,0,N,,,,,,,
993,ratioNorm,1,1,0,1,2,32,0,2,32,0.1,0,0,0,0,N,,,,,,,
994,ratioNorm,1,1,0,1,2,32,0,2,32,0.1,0,1,0,0,N,,,,,,,
995,ratioNorm,1,1,0,1,2,32,0,2,32,0.1,1,0,0,0,N,,,,,,,
996,ratioNorm,1,1,0,1,2,32,0,2,32,0.1,1,1,0,0,N,,,,,,,
997,ratioNorm,1,1,0,1,2,32,0,2,32,0.2,0,0,0,0,N,,,,,,,
998,ratioNorm,1,1,0,1,2,32,0,2,32,0.2,0,1,0,0,N,,,,,,,
999,ratioNorm,1,1,0,1,2,32,0,2,32,0.2,1,0,0,0,N,,,,,,,
1000,ratioNorm,1,1,0,1,2,32,0,2,32,0.2,1,1,0,0,N,,,,,,,
1001,ratioNorm,1,1,0,1,2,32,0,2,64,0.1,0,0,0,0,N,,,,,,,
1002,ratioNorm,1,1,0,1,2,32,0,2,64,0.1,0,1,0,0,N,,,,,,,
1003,ratioNorm,1,1,0,1,2,32,0,2,64,0.1,1,0,0,0,N,,,,,,,
1004,ratioNorm,1,1,0,1,2,32,0,2,64,0.1,1,1,0,0,N,,,,,,,
1005,ratioNorm,1,1,0,1,2,32,0,2,64,0.2,0,0,0,0,N,,,,,,,
1006,ratioNorm,1,1,0,1,2,32,0,2,64,0.2,0,1,0,0,N,,,,,,,
1007,ratioNorm,1,1,0,1,2,32,0,2,64,0.2,1,0,0,0,N,,,,,,,
1008,ratioNorm,1,1,0,1,2,32,0,2,64,0.2,1,1,0,0,N,,,,,,,
1009,ratioNorm,1,1,0,1,2,32,1,1,16,0.1,0,0,0,0,N,,,,,,,
1010,ratioNorm,1,1,0,1,2,32,1,1,16,0.1,0,1,0,0,N,,,,,,,
1011,ratioNorm,1,1,0,1,2,32,1,1,16,0.1,1,0,0,0,N,,,,,,,
1012,ratioNorm,1,1,0,1,2,32,1,1,16,0.1,1,1,0,0,N,,,,,,,
1013,ratioNorm,1,1,0,1,2,32,1,1,16,0.2,0,0,0,0,N,,,,,,,
1014,ratioNorm,1,1,0,1,2,32,1,1,16,0.2,0,1,0,0,N,,,,,,,
1015,ratioNorm,1,1,0,1,2,32,1,1,16,0.2,1,0,0,0,N,,,,,,,
1016,ratioNorm,1,1,0,1,2,32,1,1,16,0.2,1,1,0,0,N,,,,,,,
1017,ratioNorm,1,1,0,1,2,32,1,1,32,0.1,0,0,0,0,N,,,,,,,
1018,ratioNorm,1,1,0,1,2,32,1,1,32,0.1,0,1,0,0,N,,,,,,,
1019,ratioNorm,1,1,0,1,2,32,1,1,32,0.1,1,0,0,0,N,,,,,,,
1020,ratioNorm,1,1,0,1,2,32,1,1,32,0.1,1,1,0,0,N,,,,,,,
1021,ratioNorm,1,1,0,1,2,32,1,1,32,0.2,0,0,0,0,N,,,,,,,
1022,ratioNorm,1,1,0,1,2,32,1,1,32,0.2,0,1,0,0,N,,,,,,,
1023,ratioNorm,1,1,0,1,2,32,1,1,32,0.2,1,0,0,0,N,,,,,,,
1024,ratioNorm,1,1,0,1,2,32,1,1,32,0.2,1,1,0,0,N,,,,,,,
1025,ratioNorm,1,1,0,1,2,32,1,1,64,0.1,0,0,0,0,N,,,,,,,
1026,ratioNorm,1,1,0,1,2,32,1,1,64,0.1,0,1,0,0,N,,,,,,,
1027,ratioNorm,1,1,0,1,2,32,1,1,64,0.1,1,0,0,0,N,,,,,,,
1028,ratioNorm,1,1,0,1,2,32,1,1,64,0.1,1,1,0,0,N,,,,,,,
1029,ratioNorm,1,1,0,1,2,32,1,1,64,0.2,0,0,0,0,N,,,,,,,
1030,ratioNorm,1,1,0,1,2,32,1,1,64,0.2,0,1,0,0,N,,,,,,,
1031,ratioNorm,1,1,0,1,2,32,1,1,64,0.2,1,0,0,0,N,,,,,,,
1032,ratioNorm,1,1,0,1,2,32,1,1,64,0.2,1,1,0,0,N,,,,,,,
1033,ratioNorm,1,1,0,1,2,32,1,2,16,0.1,0,0,0,0,N,,,,,,,
1034,ratioNorm,1,1,0,1,2,32,1,2,16,0.1,0,1,0,0,N,,,,,,,
1035,ratioNorm,1,1,0,1,2,32,1,2,16,0.1,1,0,0,0,N,,,,,,,
1036,ratioNorm,1,1,0,1,2,32,1,2,16,0.1,1,1,0,0,N,,,,,,,
1037,ratioNorm,1,1,0,1,2,32,1,2,16,0.2,0,0,0,0,N,,,,,,,
1038,ratioNorm,1,1,0,1,2,32,1,2,16,0.2,0,1,0,0,N,,,,,,,
1039,ratioNorm,1,1,0,1,2,32,1,2,16,0.2,1,0,0,0,N,,,,,,,
1040,ratioNorm,1,1,0,1,2,32,1,2,16,0.2,1,1,0,0,N,,,,,,,
1041,ratioNorm,1,1,0,1,2,32,1,2,32,0.1,0,0,0,0,N,,,,,,,
1042,ratioNorm,1,1,0,1,2,32,1,2,32,0.1,0,1,0,0,N,,,,,,,
1043,ratioNorm,1,1,0,1,2,32,1,2,32,0.1,1,0,0,0,N,,,,,,,
1044,ratioNorm,1,1,0,1,2,32,1,2,32,0.1,1,1,0,0,N,,,,,,,
1045,ratioNorm,1,1,0,1,2,32,1,2,32,0.2,0,0,0,0,N,,,,,,,
1046,ratioNorm,1,1,0,1,2,32,1,2,32,0.2,0,1,0,0,N,,,,,,,
1047,ratioNorm,1,1,0,1,2,32,1,2,32,0.2,1,0,0,0,N,,,,,,,
1048,ratioNorm,1,1,0,1,2,32,1,2,32,0.2,1,1,0,0,N,,,,,,,
1049,ratioNorm,1,1,0,1,2,32,1,2,64,0.1,0,0,0,0,N,,,,,,,
1050,ratioNorm,1,1,0,1,2,32,1,2,64,0.1,0,1,0,0,N,,,,,,,
1051,ratioNorm,1,1,0,1,2,32,1,2,64,0.1,1,0,0,0,N,,,,,,,
1052,ratioNorm,1,1,0,1,2,32,1,2,64,0.1,1,1,0,0,N,,,,,,,
1053,ratioNorm,1,1,0,1,2,32,1,2,64,0.2,0,0,0,0,N,,,,,,,
1054,ratioNorm,1,1,0,1,2,32,1,2,64,0.2,0,1,0,0,N,,,,,,,
1055,ratioNorm,1,1,0,1,2,32,1,2,64,0.2,1,0,0,0,N,,,,,,,
1056,ratioNorm,1,1,0,1,2,32,1,2,64,0.2,1,1,0,0,N,,,,,,,
1057,ratioNorm,1,1,0,1,2,64,0,1,16,0.1,0,0,0,0,N,,,,,,,
1058,ratioNorm,1,1,0,1,2,64,0,1,16,0.1,0,1,0,0,N,,,,,,,
1059,ratioNorm,1,1,0,1,2,64,0,1,16,0.1,1,0,0,0,N,,,,,,,
1060,ratioNorm,1,1,0,1,2,64,0,1,16,0.1,1,1,0,0,N,,,,,,,
1061,ratioNorm,1,1,0,1,2,64,0,1,16,0.2,0,0,0,0,N,,,,,,,
1062,ratioNorm,1,1,0,1,2,64,0,1,16,0.2,0,1,0,0,N,,,,,,,
1063,ratioNorm,1,1,0,1,2,64,0,1,16,0.2,1,0,0,0,N,,,,,,,
1064,ratioNorm,1,1,0,1,2,64,0,1,16,0.2,1,1,0,0,N,,,,,,,
1065,ratioNorm,1,1,0,1,2,64,0,1,32,0.1,0,0,0,0,N,,,,,,,
1066,ratioNorm,1,1,0,1,2,64,0,1,32,0.1,0,1,0,0,N,,,,,,,
1067,ratioNorm,1,1,0,1,2,64,0,1,32,0.1,1,0,0,0,N,,,,,,,
1068,ratioNorm,1,1,0,1,2,64,0,1,32,0.1,1,1,0,0,N,,,,,,,
1069,ratioNorm,1,1,0,1,2,64,0,1,32,0.2,0,0,0,0,N,,,,,,,
1070,ratioNorm,1,1,0,1,2,64,0,1,32,0.2,0,1,0,0,N,,,,,,,
1071,ratioNorm,1,1,0,1,2,64,0,1,32,0.2,1,0,0,0,N,,,,,,,
1072,ratioNorm,1,1,0,1,2,64,0,1,32,0.2,1,1,0,0,N,,,,,,,
1073,ratioNorm,1,1,0,1,2,64,0,1,64,0.1,0,0,0,0,N,,,,,,,
1074,ratioNorm,1,1,0,1,2,64,0,1,64,0.1,0,1,0,0,N,,,,,,,
1075,ratioNorm,1,1,0,1,2,64,0,1,64,0.1,1,0,0,0,N,,,,,,,
1076,ratioNorm,1,1,0,1,2,64,0,1,64,0.1,1,1,0,0,N,,,,,,,
1077,ratioNorm,1,1,0,1,2,64,0,1,64,0.2,0,0,0,0,N,,,,,,,
1078,ratioNorm,1,1,0,1,2,64,0,1,64,0.2,0,1,0,0,N,,,,,,,
1079,ratioNorm,1,1,0,1,2,64,0,1,64,0.2,1,0,0,0,N,,,,,,,
1080,ratioNorm,1,1,0,1,2,64,0,1,64,0.2,1,1,0,0,N,,,,,,,
1081,ratioNorm,1,1,0,1,2,64,0,2,16,0.1,0,0,0,0,N,,,,,,,
1082,ratioNorm,1,1,0,1,2,64,0,2,16,0.1,0,1,0,0,N,,,,,,,
1083,ratioNorm,1,1,0,1,2,64,0,2,16,0.1,1,0,0,0,N,,,,,,,
1084,ratioNorm,1,1,0,1,2,64,0,2,16,0.1,1,1,0,0,N,,,,,,,
1085,ratioNorm,1,1,0,1,2,64,0,2,16,0.2,0,0,0,0,N,,,,,,,
1086,ratioNorm,1,1,0,1,2,64,0,2,16,0.2,0,1,0,0,N,,,,,,,
1087,ratioNorm,1,1,0,1,2,64,0,2,16,0.2,1,0,0,0,N,,,,,,,
1088,ratioNorm,1,1,0,1,2,64,0,2,16,0.2,1,1,0,0,N,,,,,,,
1089,ratioNorm,1,1,0,1,2,64,0,2,32,0.1,0,0,0,0,N,,,,,,,
1090,ratioNorm,1,1,0,1,2,64,0,2,32,0.1,0,1,0,0,N,,,,,,,
1091,ratioNorm,1,1,0,1,2,64,0,2,32,0.1,1,0,0,0,N,,,,,,,
1092,ratioNorm,1,1,0,1,2,64,0,2,32,0.1,1,1,0,0,N,,,,,,,
1093,ratioNorm,1,1,0,1,2,64,0,2,32,0.2,0,0,0,0,N,,,,,,,
1094,ratioNorm,1,1,0,1,2,64,0,2,32,0.2,0,1,0,0,N,,,,,,,
1095,ratioNorm,1,1,0,1,2,64,0,2,32,0.2,1,0,0,0,N,,,,,,,
1096,ratioNorm,1,1,0,1,2,64,0,2,32,0.2,1,1,0,0,N,,,,,,,
1097,ratioNorm,1,1,0,1,2,64,0,2,64,0.1,0,0,0,0,N,,,,,,,
1098,ratioNorm,1,1,0,1,2,64,0,2,64,0.1,0,1,0,0,N,,,,,,,
1099,ratioNorm,1,1,0,1,2,64,0,2,64,0.1,1,0,0,0,N,,,,,,,
1100,ratioNorm,1,1,0,1,2,64,0,2,64,0.1,1,1,0,0,N,,,,,,,
1101,ratioNorm,1,1,0,1,2,64,0,2,64,0.2,0,0,0,0,N,,,,,,,
1102,ratioNorm,1,1,0,1,2,64,0,2,64,0.2,0,1,0,0,N,,,,,,,
1103,ratioNorm,1,1,0,1,2,64,0,2,64,0.2,1,0,0,0,N,,,,,,,
1104,ratioNorm,1,1,0,1,2,64,0,2,64,0.2,1,1,0,0,N,,,,,,,
1105,ratioNorm,1,1,0,1,2,64,1,1,16,0.1,0,0,0,0,N,,,,,,,
1106,ratioNorm,1,1,0,1,2,64,1,1,16,0.1,0,1,0,0,N,,,,,,,
1107,ratioNorm,1,1,0,1,2,64,1,1,16,0.1,1,0,0,0,N,,,,,,,
1108,ratioNorm,1,1,0,1,2,64,1,1,16,0.1,1,1,0,0,N,,,,,,,
1109,ratioNorm,1,1,0,1,2,64,1,1,16,0.2,0,0,0,0,N,,,,,,,
1110,ratioNorm,1,1,0,1,2,64,1,1,16,0.2,0,1,0,0,N,,,,,,,
1111,ratioNorm,1,1,0,1,2,64,1,1,16,0.2,1,0,0,0,N,,,,,,,
1112,ratioNorm,1,1,0,1,2,64,1,1,16,0.2,1,1,0,0,N,,,,,,,
1113,ratioNorm,1,1,0,1,2,64,1,1,32,0.1,0,0,0,0,N,,,,,,,
1114,ratioNorm,1,1,0,1,2,64,1,1,32,0.1,0,1,0,0,N,,,,,,,
1115,ratioNorm,1,1,0,1,2,64,1,1,32,0.1,1,0,0,0,N,,,,,,,
1116,ratioNorm,1,1,0,1,2,64,1,1,32,0.1,1,1,0,0,N,,,,,,,
1117,ratioNorm,1,1,0,1,2,64,1,1,32,0.2,0,0,0,0,N,,,,,,,
1118,ratioNorm,1,1,0,1,2,64,1,1,32,0.2,0,1,0,0,N,,,,,,,
1119,ratioNorm,1,1,0,1,2,64,1,1,32,0.2,1,0,0,0,N,,,,,,,
1120,ratioNorm,1,1,0,1,2,64,1,1,32,0.2,1,1,0,0,N,,,,,,,
1121,ratioNorm,1,1,0,1,2,64,1,1,64,0.1,0,0,0,0,N,,,,,,,
1122,ratioNorm,1,1,0,1,2,64,1,1,64,0.1,0,1,0,0,N,,,,,,,
1123,ratioNorm,1,1,0,1,2,64,1,1,64,0.1,1,0,0,0,N,,,,,,,
1124,ratioNorm,1,1,0,1,2,64,1,1,64,0.1,1,1,0,0,N,,,,,,,
1125,ratioNorm,1,1,0,1,2,64,1,1,64,0.2,0,0,0,0,N,,,,,,,
1126,ratioNorm,1,1,0,1,2,64,1,1,64,0.2,0,1,0,0,N,,,,,,,
1127,ratioNorm,1,1,0,1,2,64,1,1,64,0.2,1,0,0,0,N,,,,,,,
1128,ratioNorm,1,1,0,1,2,64,1,1,64,0.2,1,1,0,0,N,,,,,,,
1129,ratioNorm,1,1,0,1,2,64,1,2,16,0.1,0,0,0,0,N,,,,,,,
1130,ratioNorm,1,1,0,1,2,64,1,2,16,0.1,0,1,0,0,N,,,,,,,
1131,ratioNorm,1,1,0,1,2,64,1,2,16,0.1,1,0,0,0,N,,,,,,,
1132,ratioNorm,1,1,0,1,2,64,1,2,16,0.1,1,1,0,0,N,,,,,,,
1133,ratioNorm,1,1,0,1,2,64,1,2,16,0.2,0,0,0,0,N,,,,,,,
1134,ratioNorm,1,1,0,1,2,64,1,2,16,0.2,0,1,0,0,N,,,,,,,
1135,ratioNorm,1,1,0,1,2,64,1,2,16,0.2,1,0,0,0,N,,,,,,,
1136,ratioNorm,1,1,0,1,2,64,1,2,16,0.2,1,1,0,0,N,,,,,,,
1137,ratioNorm,1,1,0,1,2,64,1,2,32,0.1,0,0,0,0,N,,,,,,,
1138,ratioNorm,1,1,0,1,2,64,1,2,32,0.1,0,1,0,0,N,,,,,,,
1139,ratioNorm,1,1,0,1,2,64,1,2,32,0.1,1,0,0,0,N,,,,,,,
1140,ratioNorm,1,1,0,1,2,64,1,2,32,0.1,1,1,0,0,N,,,,,,,
