,name,model_unique_name,acc_OTI,distance_OTI,distance_P14,distance_OT3,synthetic_EC50_OTI,synthetic_EC50_P14,synthetic_EC50_OT3
847,grateful-sweep-848,run_9f030f30a5a1bdadafc54e147efc8eab,0.6282067894935608,0.7821569878749203,2.515704953728906,1.3818193303853445,0.5908104658583286,2.3248502994011986,0.483802905874922
848,twilight-sweep-849,run_c77a3e6fbfc3b9b4252d42ea211102ae,0.5705168843269348,0.8674409700063815,2.3381872618399573,1.2233859759949466,0.6272367581365661,2.0923516603157326,0.3925584333543894
849,bright-sweep-850,run_7761c7ee6f098eafa20c4286d0a78411,0.6057434678077698,0.8100574345883856,2.279395753946653,1.345230574857865,0.5457562220804087,2.0323625476320095,0.350082122552117
850,woven-sweep-851,run_7ebbfc4ca0e63c58556294424042d420,0.6082960963249207,0.8025271218889599,2.1672019597169303,1.3420467466835126,0.5291384811742181,1.8842406096897126,0.3420972836386618
851,dandy-sweep-852,run_997634d92a65a0ae7f21de8ae89c6186,0.7493299245834351,0.5085386088066369,2.4576211213935775,1.2887302590018954,0.3429227823867259,2.17346216657594,0.7424005053695516
852,firm-sweep-853,run_8515617548c6f7efa3018700576ad349,0.6234843730926514,0.798876834716018,2.366712030484486,1.3135439039797856,0.5181876196553925,2.1845672291780085,0.33070120025268535
853,noble-sweep-854,run_4aaf5f6b0fbe78924ac2a666bb3d4c0e,0.6285896897315979,0.7808040842373963,2.3384050081654877,1.2402400505369553,0.5221186981493303,2.1492923244420257,0.33019583070120073
854,graceful-sweep-855,run_e96ccd3875aaf16cbba675a4ce3b90d3,0.5523930788040161,0.9411869814932994,2.5489112683723465,1.264851547694252,0.6956732610082964,2.4353565596080573,0.36253948199621006
855,glad-sweep-856,run_69aa72b0bad4cd4071c6e1e3ad32747b,0.5664326548576355,0.9228334396936823,2.7619216113228098,1.2357169930511689,0.7227058072750471,2.6594719651605887,0.3481869867340483
856,skilled-sweep-857,run_0e90890e7414989f4fd047466d8ec096,0.5546904802322388,0.8873005743458838,2.982280892759936,1.0459507264687307,0.8635098915124435,2.908138268916713,0.6766266582438419
857,prime-sweep-858,run_2cd8f16ac475df26ce186cdba167a754,0.6125079989433289,0.8078876834716019,2.6546815459989124,1.2020341124447256,0.6340523292916396,2.5584376701143166,0.3414908401768795
858,chocolate-sweep-859,run_973b447f87231d7805c583b855424fc6,0.43178045749664307,1.5589278876834718,4.04047359825803,1.9017687934301963,1.5589278876834727,4.04047359825803,1.9017687934301963
