,name,model_unique_name,acc_OTI,distance_P14,distance_OT3,synthetic_EC50_P14,synthetic_EC50_OT3
381,serene-sweep-382,run_a0a8aa98a12ea2ff9caa0a15f0d418d3,0.5812380313873291,2.6224502548490833,1.4551314796686794,2.2733532934131744,0.44655716993051237
382,pleasant-sweep-383,run_1f02b6a47c1514902a888e0c73c4dccd,0.5984684228897095,2.764802246512274,1.4962408388558128,2.4923516603157334,0.39339229311434065
383,curious-sweep-384,run_eb08f9c38dacba8d6a34e843b2aee003,0.5766432881355286,2.770234452388584,1.4133716800799825,2.5446652150244975,0.3445483259633617
384,ethereal-sweep-385,run_528261ad8d09cef66debecd3dc6d6e52,0.5252074003219604,2.3167834167072683,1.5366164102678737,1.9245236799129024,0.2906001263423879
385,royal-sweep-386,run_1c6c26471a3eb7dbc5ea81a818b61b6e,0.6315252184867859,2.741818959659757,1.4614739643362056,2.40019052803484,0.3893240682248894
386,summer-sweep-387,run_3b41686933b6d09b0648db468a18f494,0.6028079390525818,2.6127528777414164,1.331223687179983,2.352231899836692,0.31422615287428884
387,radiant-sweep-388,run_f9f7e3be35308ba38cc1b09ae845da5b,0.5762603878974915,2.707848774417339,1.4006696081965044,2.3849482852476878,0.42856601389766297
388,fallen-sweep-389,run_853eda0918789fb8d5fad85595a2c015,0.5790683031082153,2.200201027667631,1.4865467664199423,1.7106423516603169,0.29770056854074567
389,fragrant-sweep-390,run_d8f73d27dae76f1c7ec7a872af8248c8,0.5771538019180298,2.8072296705473083,1.3361810577191244,2.5994284158954826,0.5903095388502845
390,youthful-sweep-391,run_405421e49af94079a0d672968d4a1b36,0.5756222009658813,2.8539716096681462,1.3903892280382866,2.6100979858464877,0.40006317119393653
391,jumping-sweep-392,run_725c44bc6cd1ab6e630f9ff6e3c86a1b,0.6020421385765076,2.3822423395830787,1.4503390910468998,1.9853293413173667,0.359936828806065
392,rosy-sweep-393,run_a53b24bea05dba105baa261a31ff3c7a,0.6127632260322571,2.8337689297534885,1.4339684844124063,2.5368807838867724,0.6300315855969678
393,dainty-sweep-394,run_d22aac6dd8eebf80eda80df621f85a5a,0.5691129565238953,2.7351118109781223,1.4161084152976169,2.3166848121937953,0.45398610233733455
394,rose-sweep-395,run_f5cd4b5bfbf0019990264df8e2f35d28,0.6035736799240112,2.753873486613792,1.412928435675863,2.435955362003266,0.4084270372710043
395,spring-sweep-396,run_a351bf07864a928aed2394f7682869c8,0.5425654053688049,2.529252221647365,1.5908047584163716,2.1852749047359827,0.3110675931775109
396,effortless-sweep-397,run_a68d44a42b59774a8a548dcfbe01de1b,0.6099553108215332,2.8140450237015973,1.4575799687362168,2.479504627109417,0.582223626026532
