,name,model_unique_name,acc_OTI,distance_OTI,distance_P14,distance_OT3,distance_conc,distance_SL,synthetic_EC50_OTI,synthetic_EC50_P14,synthetic_EC50_OT3,synthetic_EC50_conc,synthetic_EC50_SL,SD_OTI,SD_P14,SD_OT3,SD_conc,SD_SL,pearson_corr_OTI,pearson_corr_P14,pearson_corr_OT3,pearson_corr_conc,pearson_corr_SL,composite_score_accuracy,composite_score_distance,composite_score_syntheticEC50,composite_score_distance_withSD,composite_score_syntheticEC50_withSD,composite_score_pearson,composite_score_pearson_SD
10,fluent-sweep-13,run_108e0561fefc3e6a531d31f15797f2a4,0.40938109159469616,0.2619389861802017,0.390767277533223,0.46028018282486705,0.2077836500999424,0.3327252983853555,0.1898322007069196,0.33157462041980157,0.12948608375757098,0.20778365009994215,0.23106341414741433,0.42277658302190435,0.2359616773388178,0.1301852738669136,0.40669881759447035,0.22202175914528324,0.7712408290391678,0.6674863887103638,0.5198525169089458,,0.7139152871319604,1.4448803388427829,1.344418287249052,1.0734152036269375,1.5999774709347123,1.3801041901923288,1.178357068441529,1.4632131618992081
11,fallen-sweep-14,run_27f191a08b1586229d0256f29eb9d284,1.011806130409241,0.1843685011953411,0.502497580468921,0.46842183493738615,0.11520733814412033,0.37168396837906453,0.14409065025048243,0.45653169325549214,0.300408754784289,0.11520733814412044,0.28854064596697443,0.5728879351581367,0.24107491903835432,0.4315844587044664,0.4084313143006037,0.20167765470843638,0.8360196377562727,0.6235323630413028,0.39391170926001695,,0.6627183768450409,1.6566824028559444,1.6668680042073882,1.4816272827225887,1.9682697580841892,1.8140717466645009,1.3459239919647592,1.7050361548321562
12,dainty-sweep-15,run_7c4061aecc99bc279a895866df17db82,0.2543076872825623,0.2754075824509383,0.42474998178847573,0.3848500613132176,0.2568816275366738,0.36985830447116164,0.18133060399216322,0.37359120851674954,0.0019880346326776304,0.2568816275366737,0.26916148083013924,0.3528557206201158,0.31058715958941185,0.17243431344379534,0.3219668678509741,0.22626450093459338,0.7639024218484087,0.6852795218109117,0.4983295249204104,,0.6741225990749318,1.583758840616769,1.424108274134155,1.1952358139864778,1.7739698321850697,1.5960805869633525,1.1392563916394378,1.5546027514888408
13,blooming-sweep-16,run_d80c0f6eea35ee843896ffc69c57a4fe,0.33726871013641363,0.2623804972518444,0.43282028867867595,0.3963360707517371,0.19751245045228172,0.35292531070196076,0.1954865527267071,0.380964274192709,0.07054364386310417,0.1975124504522816,0.2895135018837389,0.3521147134131993,0.21327997554357978,0.2221664591514223,0.4058562894451832,0.2832646906568255,0.767406416263402,0.6603406531498284,0.5070158524990016,,0.6850527209086525,1.5715053504401768,1.448882268935601,1.2225093783273124,1.6515102227623706,1.456967867439386,1.2044990095095853,1.441889056259951
14,ancient-sweep-17,run_fe6eeb29ebea6e8c49456810d9b9d7e4,0.19751131534576422,0.2981077738560222,0.524741656520246,0.4885139905614803,0.15707981840973,0.3713947620127828,0.22447576831706503,0.5004318732894174,0.18329307718033497,0.15707981840972993,0.31655312783311146,0.3528736016674185,0.3382508177179127,0.15778884525747858,0.5741171280547869,0.35402455403909716,0.7415112821910749,0.6821481448518569,0.5158581268236996,,0.6845751989378258,1.9068749484034093,1.7552926322080353,1.6088214073486615,2.0915557558892863,1.9702435321688327,1.145210805401486,1.614020149848852
15,bright-sweep-18,run_5f69e1557fa6c506fe0723be06229c46,0.5204212665557862,0.2572253537732891,0.5359079225333792,0.43392664709598294,0.14142189246874684,0.3734441516002623,0.207851371318337,0.5124514792960985,0.18588681208427757,0.14142189246874673,0.33008190542562066,0.3903576569380626,0.35519250251141754,0.2191073651949047,0.5606594201401102,0.3549640409999646,0.7690697661780671,0.6777737001829771,0.49536244062374096,,0.6753959308768488,1.8139076908631104,1.7681714373963229,1.6443300416258793,2.1420631429162493,2.0410354141977614,1.1602955322520117,1.6757953330821878
16,solar-sweep-19,run_a808b19b0ecf392125e5f27a4b4f98af,0.1860243082046509,0.28629484410394573,0.55033665303404,0.4831444390769573,0.12509824846698514,0.34706946643374254,0.237803883792279,0.5328639963368823,0.2286760060941624,0.12509824846698517,0.31341862972308676,0.31713577629425976,0.36797446399672085,0.18327469697453416,0.6695777647490294,0.3924043732354862,0.7533992034329278,0.6935391999818468,0.5218263959454813,,0.7128678656922591,1.9810828585831028,1.828687399064855,1.7170567226597373,2.198252574248963,2.106300207834726,1.1084422258104691,1.6482903095793766
17,magic-sweep-21,run_71d1292e7fb7c2c24cdab303a5d885ca,1.2613272666931155,0.15719299301860618,0.5321147221962057,0.48676749284679127,0.1072339668665515,0.4004089424791144,0.1255396594845859,0.4952025641826148,0.31827877076288547,0.10723396686655166,0.3380136433687943,0.6224882906956594,0.32822560527409333,0.529513350147389,0.39238114452795453,0.2763677256628827,0.857149857482075,0.6520993317938344,0.3251517948151187,,0.6370534927135121,1.7710717964523905,1.7587248235371988,1.602909036019264,2.199615772024495,2.077140803451988,1.298528017657537,1.8523961650399132
18,prime-sweep-22,run_636412f8b249400d28d16d39f76370ba,0.2606892585754395,0.276037237445156,0.43204499807478186,0.498881498272082,0.1546236067351018,0.2961956500556196,0.22184175340101503,0.3936551049504127,0.24853034075285171,0.154623606735102,0.2311421468778574,0.37923219054806534,0.291063621147581,0.2088395109025317,0.5580498967573222,0.33806154970503516,0.7646518396507118,0.6971925812084779,0.5440659207718269,,0.7515726993725931,1.63159183784374,1.4804418628872036,1.288652206905327,1.796195819115013,1.6417173391236655,1.0863645658494567,1.4882201722697477
19,blooming-sweep-23,run_83fe0a672f06897c062294b5f11f3533,0.31174212694168096,0.27885437911251254,0.46215645260320737,0.4039574895024339,0.18764779618524918,0.33462969502370166,0.2113734255489414,0.4363481210910264,0.08724685073018464,0.18764779618524932,0.2771968965272631,0.35469279342726096,0.39957785081489244,0.2127403718247507,0.5217872989931652,0.3314783922558497,0.7541815967434885,0.7187088775545596,0.5193171673986956,,0.7179263107766903,1.665162580644808,1.541696236261586,1.3986735022110484,2.0358087623927235,1.9297610209347609,1.040542948947016,1.6883185898210098
20,fanciful-sweep-24,run_50445bcaa8ceaba43882aae082c77d60,0.5580726265907289,0.2357418264008569,0.6460408146274963,0.522946007208948,0.12442744858894876,0.39830108799279096,0.20384265147467198,0.622906975534118,0.40913381145256594,0.12442744858894901,0.35591013867094473,0.4130238062273812,0.44459265389944685,0.4085064223307686,0.41545287562938915,0.36161011513673164,0.793119283363678,0.6316664669394731,0.40354064527754957,,0.6441816616737477,2.15463678411694,2.1219646737908207,2.022145717777171,2.610905306100885,2.5304477359815443,1.3248619960284098,2.0172634307719837
21,fallen-sweep-25,run_1562d91fad12acb6549d3ac9bcb94d84,0.1796427369117737,0.28364577767408955,0.5257979249268938,0.46656014269257917,0.13933919436257075,0.34124870110483074,0.22844685937621503,0.5072742031157316,0.18855486603990934,0.13933919436257075,0.3033774782296204,0.2928315961673813,0.3507748314226637,0.1618065532249997,0.640181020820663,0.3658887691658352,0.7549291273749781,0.6977768775343132,0.5229972680906594,,0.7131620522533557,1.9118836220924118,1.7500765333310235,1.6312608854910944,2.0988400130768436,2.000843223371002,1.0958921007048366,1.594785573161399
