,name,model_unique_name,acc_OTI,distance_OTI,distance_P14,distance_OT3,synthetic_EC50_OTI,synthetic_EC50_P14,synthetic_EC50_OT3,composite_score_accuracy,composite_score_distance,composite_score_syntheticEC50
128,gallant-sweep-129,run_6b30381d2ad96b58b455b9fd9e505dbc,0.4638528029123944,0.3916188045096788,,0.22697409981048694,0.2948799764370924,0.2330067138450378,0.053779743103811305,,,0.3796558836218865
129,olive-sweep-130,run_298f3fce0fcd0541fbb7fa08d8e2e007,0.3240648678370886,0.37481386938949185,,0.063234365129502,0.45349761916449777,0.68824169842134,0.5300063171193945,,,0.9799201101213418
130,skilled-sweep-131,run_ef62674ab50befe50a790506a3f6c008,0.6486158484504339,0.33431184854286333,,0.44118761844598964,0.36018850326444474,0.7455815641444387,0.3957464729416743,,,0.9177379242037043
131,snowy-sweep-132,run_06f42425619db8d6553a5c513dc4ca7d,0.5386089483896893,0.4048500319081048,,0.5617814276689838,0.45844582985616733,0.6602250045363824,0.32550010528532647,,,0.8671908406275604
132,jolly-sweep-133,run_c43c641242be5ea156bb7c4e5b20a9c7,0.4146230561392649,0.5050840246756008,,0.8689197725837019,0.30599381473663556,0.2918708038468522,0.14070330595914785,,,0.4456660196864011
133,fast-sweep-134,run_85da24bf173ff64b990981fef29b9657,0.52706097421192,0.42127206977238896,,0.5381554011370822,0.51939521869324,0.7528397749954641,0.3307222573173292,,,0.9725823006315143
134,icy-sweep-135,run_6bca03331c1ddbc056bef4f0beeb4306,0.3933510099138534,0.49266113592852584,,0.5444093493367032,0.5072210495311953,0.5100889130829254,0.44521653681476936,,,0.845979702469855
135,resilient-sweep-136,run_66ef2e0ed7b0970e99c618dfbc6dbfa2,0.49120253608340325,0.500701978302489,,0.6435881238155406,0.44214815178440076,0.6344220649609887,0.22060784726609134,,,0.8041481001103625
136,vocal-sweep-137,run_027a3ada69519779a76b808b6c8f5143,0.7373507022857668,0.2654328866198682,,0.38382817435249583,0.3399636738500821,0.6910361095989851,0.212578086614724,,,0.7989340693800225
137,clean-sweep-138,run_caf3a8f7709d8c9bfd36df7191713514,0.32528023492722297,0.5860455222293134,,0.4321541377132033,0.6251534043493212,0.5696062420613334,0.3994525163192285,,,0.9353236673785945
138,jolly-sweep-139,run_9d1d8003c8ff2944c0f1e7b2a91930be,0.6255204677581789,0.3620080833865134,,0.614087176247632,0.4681458936723766,0.6132280892759944,0.6418052923422473,,,1.0035553300729922
139,rosy-sweep-140,run_e7c2f2a948f6b162cab155e8dd7e171f,0.2298600106012255,0.6262922782386726,,0.748894504106128,0.3918806145991857,0.18677191072400653,0.05641889520601025,,,0.43776392550140375
140,polished-sweep-141,run_618cb8a55f614d8d1598bf96e72fd732,0.40793740181695864,0.4854286322059137,,0.4365761212886927,0.49865985960433906,0.6507530393757947,0.3698041692988023,,,0.8993866229093197
141,still-sweep-142,run_7bba2d262c755a217b23a458723a2e06,0.26754178319658567,0.5678791746436928,,0.6231838281743525,0.3628589661774081,0.278842315369262,0.3863690601530149,,,0.5989162853182007
142,grateful-sweep-143,run_07016aeab316d1dc05d54b4bb2f58ff4,0.39031202452523384,0.5297170814720275,,0.3665824384080863,0.5619262677335425,0.690709490110688,0.21285884747666378,,,0.9155051168873984
143,olive-sweep-144,run_f4e2014d84f630097f0a6de86d107beb,0.878961971827916,0.1437141033822592,,0.4803537586860397,0.19147808158657045,0.6356559608056624,0.8569242647574932,,,1.0839933356649447
